songID,songName,ytID,view,langs
45,君の神様になりたい。 - メガテラ・ゼロ,2OvsScIZptk,0,"['jp', 'zh']"
46,Here - JUNNA,SNUOYgeuwso,0,"['jp', 'zh']"
47,ASH - LiSA,5n_Dcm0rceA,0,"['jp', 'zh']"
48,ストッキング - 吉澤嘉代子,4KrA6OqJZ8o,0,"['jp', 'zh']"
49,quiet room - メガテラ・ゼロ,uhSNY-LX2ss,0,"['jp', 'zh']"
50,Ref:rain - Aimer,mvkbCZfwWzA,0,"['jp', 'zh']"
51,Be The One - PANDORA feat. Beverly,tH7NWi7mLOk,0,"['jp', 'zh']"
52,瞬き - back number,h-KuoHHjGRs,0,"['jp', 'zh']"
53,マリオネットラヴァーズ - 天月,h-RnsC3zsQU,0,"['jp', 'zh']"
54,ラプチャー - パノラマパナマタウン,i4AzvZKQPiM,0,"['jp', 'zh']"
55,キセキ - コバソロ&Lefty Hand Cream,qgnMRNoT-PM,0,"['jp', 'zh']"
56,明日、また - [Alexandros],qVDgV2JQydk,0,"['jp', 'zh']"
57,フィロソフィー - amazarashi,Bg_UIwjYnMQ,0,"['jp', 'zh']"
58,春雷 - 米津玄師,zkNzxsaCunU,0,"['jp', 'zh']"
59,落星の日 - メガテラ・ゼロ,7aRuPjw64MM,0,"['jp', 'zh']"
60,たられば - amazarashi,hLbnv6TI30Q,0,"['jp', 'zh']"
61,Calling my Twilight - いとうかなこ,JiFFlntlGgo,0,"['jp', 'zh']"
62,unravel - メガテラ・ゼロ,vDgbpsYLiH0,0,"['jp', 'zh']"
63,勇者王誕生! - 遠藤正明,cU3AzEni2mY,0,"['jp', 'zh']"
64,忘れじの言の葉 - ダズビー,lFNWUL9fqG8,0,"['jp', 'zh']"
65,夏の恋人 - SHISHAMO,MOC7juwKHgk,0,"['jp', 'zh']"
66,Harvest Moon Night - ミコチ(下地紫野)、コンジュ(悠木碧),e8mVtjophB8,0,"['jp', 'zh']"
67,三日月 - 絢香,wHw6W4BznTM,0,"['jp', 'zh']"
68,Clover Heart's -New days recording- - 真理絵,B_zvcdXhzFA,0,"['jp', 'zh']"
69,みちしるべ - 茅原実里,UKU4B05fPck,0,"['jp', 'zh']"
70,愚か者たち - GLIM SPANKY,wCf7xEDuh30,0,"['jp', 'zh']"
71,Tokyo Bon東京盆踊り2020 (Makudonarudo) - 黃明志 ft. 二宮芽生,zhGnuWwpNxI,0,"['jp', 'zh']"
72,POP TEAM EPIC - 上坂すみれ,3bl1ZI-J6hM,0,"['jp', 'zh']"
73,The Moon - 藤原さくら,C9SGQ9QlkC4,0,"['jp', 'zh']"
74,Tell Me Baby - Official髭男dism,3IDvi4buNdk,0,"['jp', 'zh']"
75,二人の季節 - 三日月夜空(井上麻里奈),VTGxSYEfkP4,0,"['jp', 'zh']"
76,Lemon - 米津玄師,SX_ViT4Ra7k,0,"['jp', 'zh']"
77,語るなら未来を… - 欅坂46,E2lpSx9hBmc,0,"['jp', 'zh']"
78,小さな恋のうた - 高木さん(CV:高橋李依),Oa_IESe3_VY,0,"['jp', 'zh']"
79,不思議な旅はつづくのさ - つりビット,UdCTssAIx3A,0,"['jp', 'zh']"
80,春が来てぼくら - UNISON SQUARE GARDEN,1IygE7B_J1U,0,"['jp', 'zh']"
81,指望遠鏡 - 乃木坂46,gl8Zg5QdqIY,0,"['jp', 'zh']"
82,夕立ち - After the Rain,G3dVqx8ZIGM,0,"['jp', 'zh']"
83,月曜日 - amazarashi,fodRoRdDSug,0,"['jp', 'zh']"
84,Lemon - コバソロ&春茶,clU8c2fpk2s,0,"['jp', 'zh']"
85,今、歩き出す君へ - Ceui,IG4cyLRm1zM,0,"['jp', 'zh']"
86,Last Moment - SPYAIR,qFGs2zgLgDo,0,"['jp', 'zh']"
87,サクラミツツキ - SPYAIR,CpGPYFU4n0Y,0,"['jp', 'zh']"
88,サクラ - 絢香,tHDx7gR5JY8,0,"['jp', 'zh']"
89,回る空うさぎ - あほの坂田,zIbQVVAIUVw,0,"['jp', 'zh']"
90,たばこ - コレサワ,7B_PVsPvcg0,0,"['jp', 'zh']"
91,KOE - ASCA,Ptoc7mV_AYk,0,"['jp', 'zh']"
92,冬物語 - 三代目 J Soul Brothers from EXILE TRIBE,xunAthzRPgo,0,"['jp', 'zh']"
93,You & I (Japanese Version) - IU,eAmsTPSneJo,0,"['jp', 'zh']"
94,細雪 - 和楽器バンド,8ZrCW6ao04g,0,"['jp', 'zh']"
95,Jewelry day - 絢香,44-fbGUYGL0,0,"['jp', 'zh']"
96,恋 - GReeeeN,dHq0a22CPE8,0,"['jp', 'zh']"
97,U R not alone - GReeeeN,trs7MiolM_4,0,"['jp', 'zh']"
98,手をつなごう - 絢香,esUe7heiM-k,0,"['jp', 'zh']"
99,果てなく続くストーリー - MISIA,QdVWtHc2_LU,0,"['jp', 'zh']"
100,となりのトトロ - こだま,sKpQ7if6yOI,0,"['jp', 'zh']"
101,アウトサイダー - まふまふ×天月,-GzBwmTwnQY,0,"['jp', 'zh']"
102,真夏の果実 - コバソロ&安果音,wGKJNmDagUo,0,"['jp', 'zh']"
103,レイニー ブルー - Uru,M0cK1DG5zSs,0,"['jp', 'zh']"
104,ARTIST - back number,BPqXF0MaODs,0,"['jp', 'zh']"
105,ミュージックミュージック - 初音ミク,lPk23PNrRHU,0,"['jp', 'zh']"
106,tanzanite - 柘榴,uyAGDBhZ350,0,"['jp', 'zh']"
107,地球をあげる - 魚沫,fYFqpzeRvls,0,"['jp', 'zh']"
108,Real Dream! - DearDream,IYoXE0MsZng,0,"['jp', 'zh']"
109,Don’t you worry bout a thing - MISIA,3LzZsMxib4Q,0,"['jp', 'zh']"
110,リメンバー・ミー - シシド・カフカ,IcC-eypI-R4,0,"['jp', 'zh']"
111,くちなしの丘 - 原田知世,bpq8k3EPaS0,0,"['jp', 'zh']"
112,FUEL - ペトロールズ,98gMXJgkVPc,0,"['jp', 'zh']"
113,空っぽの空が僕はきらいだ - ぷらそにか,t9B9zrsoDls,0,"['jp', 'zh']"
114,欲望者 - NMB48,VUfMsIB6sJE,0,"['jp', 'zh']"
115,赤と白と黒の系譜 - 鏡音リン・鏡音レン、Lily,GC3_vIlIGYQ,0,"['jp', 'zh']"
116,ロケットビート - 安野希世乃,y0Lab29xwmo,0,"['jp', 'zh']"
117,ハロー、ハロー - 坂本真綾,2JTp2D7IumU,0,"['jp', 'zh']"
118,なでなで -N.Edit- feat.白雪風真(こいぬ) - HoneyWorks,5-WYE1oVBuQ,0,"['jp', 'zh']"
119,メルシー - 神様、僕は気づいてしまった,7rvUbF4DlFg,0,"['jp', 'zh']"
120,ねがいごと - 鈴木亜美,gepyh2dxK0g,0,"['jp', 'zh']"
121,サヨナラまたな - Fischer's,V0LZqaoeEu8,0,"['jp', 'zh']"
122,般若心経 - キッサコ,wyUaRYLTbr0,0,"['jp', 'zh']"
123,帰る場所があるということ - 悠木碧,6Jd5LImbbgo,0,"['jp', 'zh']"
124,カラス - 浜田マロン,suXiDL8BdhI,0,"['jp', 'zh']"
125,カタオモイ - 天月,J_qYwXk43I0,0,"['jp', 'zh']"
126,始まりのカレッジ - Wi-Fi-5,TNNWE4hYY7s,0,"['jp', 'zh']"
127,三つ葉の結びめ - やなぎなぎ,QZHR3c6bxTI,0,"['jp', 'zh']"
128,AS IF IT'S YOUR LAST - BLACKPINK,5_O9MbCeOrk,0,"['jp', 'zh']"
129,シンクロ - ストレイテナー,6lw5pvnCWhc,0,"['jp', 'zh']"
130,桜色の夢 - 土岐千尋,ZYhor_7iHRE,0,"['jp', 'zh']"
131,"rain stops, good-bye - No title",t4PfhjYGw3k,0,"['jp', 'zh']"
132,Heal Me - マクネナナ,dnO0_ZGOJJY,0,"['jp', 'zh']"
133,春のパズル - 初音ミク,oX_BnvC7Oiw,0,"['jp', 'zh']"
134,蕾 - コブクロ,WPH1BLHKOJE,0,"['jp', 'zh']"
135,You don't go - SUPER JUNIOR-D&E,GBA0wE7qgWk,0,"['jp', 'zh']"
136,避雷針 - 欅坂46,ylG74t_iPL8,0,"['jp', 'zh']"
137,乾涸びたバスひとつ - けんでぃ,cqNXoiLUEJw,0,"['jp', 'zh']"
138,Butter-fly - コバソロ&七穂,dEPirXVVhhs,0,"['jp', 'zh']"
139,asphyxia - Cö shu Nie,ksAJIsl047w,0,"['jp', 'zh']"
140,Maybe the next waltz - 小松未可子,7h65FRlTxg0,0,"['jp', 'zh']"
141,透明なままでゆけ。 - BiSH,z16C0WXUcZs,0,"['jp', 'zh']"
142,鏡の中から - まねきケチャ,hPOgIqIHopk,0,"['jp', 'zh']"
143,ODD FUTURE - UVERworld,FNgZ72EV9ls,0,"['jp', 'zh']"
144,ZETTAI × BREAK!! トゥインクルリズム - トゥインクルリズム,BZbmbITB54M,0,"['jp', 'zh']"
145,栞 - Radio Bestsellers,_hr9e4hxygc,0,"['jp', 'zh']"
146,ただ君に晴れ - ヨルシカ,-VKIqrvVOpo,0,"['jp', 'zh']"
147,HALF - 女王蜂,yx0PEdDCle4,0,"['jp', 'zh']"
148,UNISONIA - TRUE,ekScIRWtifI,0,"['jp', 'zh']"
149,千本桜 - キズナアイ×小林幸子,EzzDa5TuFnc,0,"['jp', 'zh']"
150,ノーダウト - Official髭男dism,EHw005ZqCXk,0,"['jp', 'zh']"
151,パラレルワールド - 武藤彩未,ri4BdcTbH88,0,"['jp', 'zh']"
152,アイネクライネ - コバソロ&春茶,jrtEZQe7nyU,0,"['jp', 'zh']"
153,宙 - 武藤彩未,GikSTeOtNZ0,0,"['jp', 'zh']"
154,聞こえますか feat.春輝<幼少期>(こいぬ) - HoneyWorks,04uKvtnTWCE,0,"['jp', 'zh']"
155,いつも一緒! - RyuuuTV,f8eP-AdcjMo,0,"['jp', 'zh']"
156,Undefined - 初音ミク,Q6FoYUFMd4w,0,"['jp', 'zh']"
157,Can I Stay... - SUPER JUNIOR-D&E,uxSPHa8v-T4,0,"['jp', 'zh']"
158,Alice - すずめ,8WPyGYPQxQ0,0,"['jp', 'zh']"
159,春はどこから来るのか? - NGT48,_YybtAuT4YE,0,"['jp', 'zh']"
160,アップデート - miwa,_A5vGzbp6Tw,0,"['jp', 'zh']"
161,All Of Us - GLIM SPANKY,s7NmSBEezAw,0,"['jp', 'zh']"
162,シンボル - ラックライフ,XgoHifs0sfk,0,"['jp', 'zh']"
163,鮭とイクラと893と娘 - 新田義史(中島ヨシキ),E3r0bG5Da9Y,0,"['jp', 'zh']"
164,Crosswalk - 鈴木みのり,60nG3Ke6_bA,0,"['jp', 'zh']"
165,Changing point - i☆Ris,29MFQnoC0HY,0,"['jp', 'zh']"
166,フロントメモリー - 鈴木瑛美子,ygNKQzKwXKM,0,"['jp', 'zh']"
167,モテないくせに(`;ω;') - たぴみる,9T6P5eyADuA,0,"['jp', 'zh']"
168,春よ来い - 田川寿美,AHoGHtMWp8M,0,"['jp', 'zh']"
169,SWITCH - Minami,6QgCHYSjXTI,0,"['jp', 'zh']"
170,Winding Road - MAN WITH A MISSION,b-Ma_fd1aXg,0,"['jp', 'zh']"
171,早送りカレンダー - HKT48,4gMAun5RyZA,0,"['jp', 'zh']"
172,Eclipse - 蒼井翔太,mKtZZ9uqjSQ,0,"['jp', 'zh']"
173,メリゴ feat. SKY-HI - サイプレス上野とロベルト吉野,XrPlU6cKgYE,0,"['jp', 'zh']"
174,天下一品のテーマ - SILENT SIREN,798yCee_6mA,0,"['jp', 'zh']"
175,イデア - 天月,uF8PdY_Ug14,0,"['jp', 'zh']"
176,リッケンバッカー - リーガルリリー,V-lYzz5BNo0,0,"['jp', 'zh']"
177,秘蜜～黒の誓い～ - 鏡音リン・鏡音レン,zrdSQrxRKgw,0,"['jp', 'zh']"
178,ファティマ - いとうかなこ,IgMLr_cM_WE,0,"['jp', 'zh']"
179,Flower Wind - MeseMoa.,TN-sFN4FFms,0,"['jp', 'zh']"
180,Even...if - 山田タマル,8dodd2HP6Gs,0,"['jp', 'zh']"
181,シンセリティパルス - 初音ミク,vFarWGiZS7s,0,"['jp', 'zh']"
182,祝福のメシアとアイの塔 - ボカロ10人,CiEC329xPos,0,"['jp', 'zh']"
183,鯨の唄 - Mrs. GREEN APPLE,9Sg24qRRoyo,0,"['jp', 'zh']"
184,Genesis - STEREO DIVE FOUNDATION,hMKDN6B6fQA,0,"['jp', 'zh']"
185,フリィダム ロリィタ - 結月ゆかり,teSQphExzBU,0,"['jp', 'zh']"
186,スーパー・ノヴァ - yue,_KjiWaAlJ9s,0,"['jp', 'zh']"
187,逢いたくていま - MISIA,MYo5alIaUOk,0,"['jp', 'zh']"
188,ハートアップ - 絢香&三浦大知,af08-WKMEeM,0,"['jp', 'zh']"
189,あなたはあなたのままでいい - 今井美樹,z_mqixYTg9U,0,"['jp', 'zh']"
190,イコール - ゆず,ONEYdCVEeRw,0,"['jp', 'zh']"
191,ロマンス交差点 - サニーズ,HIuFTnlpUqM,0,"['jp', 'zh']"
192,Wake Me Up - TWICE,DdLYSziSXII,0,"['jp', 'zh']"
193,divine criminal - fripSide,rfHGWc_XpuY,0,"['jp', 'zh']"
194,A or A!? - petit milady,hoCCTtRCpPk,0,"['jp', 'zh']"
195,まっすぐに、トウメイに。 - 水瀬いのり,Xo2dIv0dkOY,0,"['jp', 'zh']"
196,手遅れcaution - =LOVE,w0N0TiOlAY0,0,"['jp', 'zh']"
197,Early Days - 暁月凛,Sj0_VH7KC-I,0,"['jp', 'zh']"
198,マリンスノーの花束を - After the Rain,4D_pgU5IyLU,0,"['jp', 'zh']"
199,虹 - Fischer's,0xI4J9CwMuY,0,"['jp', 'zh']"
200,エンジェルロード - 入日茜,P5-Qk_xWS_U,0,"['jp', 'zh']"
201,恋をしよう - あほの坂田×うらたぬき,dYrAbN2n1Fc,0,"['jp', 'zh']"
202,小さな恋のうた - 初音ミク,rhx683nH8FA,0,"['jp', 'zh']"
203,PHOENIX -鳳翼天翔- - ユリカ,vlEZcEfBlCI,0,"['jp', 'zh']"
204,未来 - Kalafina,Ip1aiQicvJo,0,"['jp', 'zh']"
205,ホワイトハッピー - 初音ミク,rYymKe82y0c,0,"['jp', 'zh']"
206,春愁 - Mrs. GREEN APPLE,k1Ci-5lr-DA,0,"['jp', 'zh']"
207,硝子の銀河 - STAR☆PRINCE［御翔桃拾（豐永利行）、兵衛（遊佐浩二）］,Me9nj7a_qj8,0,"['jp', 'zh']"
208,22 - LUCKY TAPES,yjT9PpjtqKs,0,"['jp', 'zh']"
209,Long Goodbye - SHE'S,RE-ll5ruFQM,0,"['jp', 'zh']"
210,ベイビー・アイラブユー - オサム × 春茶,5MRH-yfgxB0,0,"['jp', 'zh']"
211,きらきら武士 - 椎名林檎 x 浮雲(長岡亮介),ZLseX63osbs,0,"['jp', 'zh']"
212,キミの夢は、ボクの夢。 - 有馬高校,sgCUsApR6ew,0,"['jp', 'zh']"
213,FLY - 向井太一,O5p6MQarj50,0,"['jp', 'zh']"
214,ばかになっちゃったのかな - ぷらそにか,K8WwdYti3pw,0,"['jp', 'zh']"
215,シンデレラケージ - 岸田教団&THE明星ロケッツ,YSWq2ldqk_Y,0,"['jp', 'zh']"
216,Killer Song - 麻枝准×やなぎなぎ,kOPOsGmOHyw,0,"['jp', 'zh']"
217,片目で異常に恋してる - ジェニーハイ,G6earlGo0b0,0,"['jp', 'zh']"
218,Save you Save me - 衛藤可奈美(本渡楓)、十条姫和(大西沙織)、柳瀬舞衣(和氣あず未)、糸見沙耶香(木野日菜)、益子薫(松田利冴)、古波蔵エレン(鈴木絵理),XQiG8rdnjHc,0,"['jp', 'zh']"
219,無敵のSoldier - 麻枝准×やなぎなぎ,s5_quqY91iY,0,"['jp', 'zh']"
220,Honey Bee - むすめん。,_zB-ZHSzz-8,0,"['jp', 'zh']"
221,心とかいう名前の未発見の臓器の機能についての考察 - すこあ,u59Ql0V5YVg,0,"['jp', 'zh']"
222,Distance - 村川梨衣,riX7EKXSoBQ,0,"['jp', 'zh']"
223,LONELY ALICE - Pyxis,MeQHhTDavio,0,"['jp', 'zh']"
224,プライド - 高橋優,Apf3_U65W6E,0,"['jp', 'zh']"
225,春に落ちて - 鹿乃,-J4PaiGgEPA,0,"['jp', 'zh']"
226,Million Futures - 水瀬いのり,Cyxbm8t4CGI,0,"['jp', 'zh']"
227,トドカナイカラ - 平井堅,qXPZXxjzviI,0,"['jp', 'zh']"
228,ハニートースト - whiteeeen2,FF54ylNVCJw,0,"['jp', 'zh']"
229,公園通り - ゆず,y8_3Q2Y_uZo,0,"['jp', 'zh']"
230,ミューズ - 吉澤嘉代子,oJ38PnkIUH0,0,"['jp', 'zh']"
231,リペイント - HoneyWorks feat.初音ミク&GUMI,SmlKCN6jIhI,0,"['jp', 'zh']"
232,今日から私たちは(Me Gustas Tu)-JP ver.- - GFRIEND,Q_8YONoUqRw,0,"['jp', 'zh']"
233,JKのPKあるある! - 不明,YtVU6yEtdJg,0,"['jp', 'zh']"
234,ハローディストピア - まふまふ feat. 鏡音リン・鏡音レン,ye2J__KE9Yg,0,"['jp', 'zh']"
235,Le temps de la rentrée ～恋の家路(新学期)～ - Dパイ,U9kYS2pEOGI,0,"['jp', 'zh']"
236,瞬き - Goose house,MgqhzoiBaX4,0,"['jp', 'zh']"
237,三色菫 - ゲシュタルト乙女,7z6vRB7HrDA,0,"['jp', 'zh']"
238,モーメント - 初音ミク,rzamOqbbBfQ,0,"['jp', 'zh']"
239, - 向日葵,RjEfjyz6h7Y,0,"['jp', 'zh']"
240,回想：暁の空編 - ルリア(東山奈央),ClCzDJna2Dk,0,"['jp', 'zh']"
241,次の時代へ - 三代目 J Soul Brothers,5Purrf8Tojw,0,"['jp', 'zh']"
242,ハレハレヤ - flower,2B7MEADeLyA,0,"['jp', 'zh']"
243,イン・レインボウズ - MI8k feat.めいちゃん,M4eSdgGc0ds,0,"['jp', 'zh']"
244,Lovers - sumika,FFITBgsyVr4,0,"['jp', 'zh']"
245,カラノココロ - Anly,K8kjo96CJmg,0,"['jp', 'zh']"
246,越えていけ - キュウソネコカミ,LmFplm3h2ZI,0,"['jp', 'zh']"
247,Teacher Teacher - AKB48,7DwAwNNHaW8,0,"['jp', 'zh']"
248,セ・ラ・ヴィ～女は愛に忙しい～ - 土岐麻子,B0IqQ8yjxPo,0,"['jp', 'zh']"
249,彩 -color- - 沼倉愛美,Ey5s-KapkEo,0,"['jp', 'zh']"
250,アフターダーク - ASIAN KUNG-FU GENERATION,J_IsnEZcl4E,0,"['jp', 'zh']"
251,アトリア - Fo'xTails,Q_zL3piyt9A,0,"['jp', 'zh']"
252,Hibana - THE SIXTH LIE,5MdJDg5dJq0,0,"['jp', 'zh']"
253,花鳥風月 - コアラモード．,NWEyNW182o4,0,"['jp', 'zh']"
254,Neo-Aspect - Roselia,VQW6XmAPMcI,0,"['jp', 'zh']"
255,Take my hand - キム・ヒョンジュン,GJYP0YM93_o,0,"['jp', 'zh']"
256,Truth. - TrySail,uYbWliyH6hs,0,"['jp', 'zh']"
257,雨が降るから虹が出る - スカイピース,fgGu51rhlhY,0,"['jp', 'zh']"
258,ツノルキモチ - HoneyWorks feat.GUMI,ANPJquDBfz8,0,"['jp', 'zh']"
259,雨降りエトセトラ - ヲタみん,AfYxvCvv5mQ,0,"['jp', 'zh']"
260,キャットアイメイク - luz×センラ,EPkl1Zg3VdA,0,"['jp', 'zh']"
261,神様からのアンケート - 初音ミク、鏡音リン,n7oTl4dDt6M,0,"['jp', 'zh']"
262,FIRE!! - 和田光司,k0X13dbfHlc,0,"['jp', 'zh']"
263,1/100のアイ - 初音ミク,ifcedK0ES84,0,"['jp', 'zh']"
264,すーぱー☆あふぇくしょん - 栗林みな実、橋本みゆき、飛蘭、美郷あき、yozuca*、rino,DBQI8AhnUao,0,"['jp', 'zh']"
265,うそだよね - 初音ミク,HAYMNyiWw80,0,"['jp', 'zh']"
266,The 9th - PointFive(.5),xjcjiIvsESo,0,"['jp', 'zh']"
267,火吹き山の魔法使い - 麻枝准×やなぎなぎ,WhvONZPCtqE,0,"['jp', 'zh']"
268,アイネクライネ - Lefty Hand Cream,o8m-FWAvIR4,0,"['jp', 'zh']"
269,機械仕掛乃宇宙 - 青葉市子,VwxkU4EGtNM,0,"['jp', 'zh']"
270,A-Han!! - 感覚ピエロ,mJBtkZxzmUo,0,"['jp', 'zh']"
271,Alteration - ZAQ,W_BL0XMcCXY,0,"['jp', 'zh']"
272,夜明けと蛍 - 花たん,CUiBWdNjeo8,0,"['jp', 'zh']"
273,パラノイド - SymaG,mOqcsHrNibQ,0,"['jp', 'zh']"
274,Answer - Lefty Hand Cream,5Xy9aO4lX_8,0,"['jp', 'zh']"
275,恋人ができたんだ - My Hair is Bad,1KVdWZyM6EU,0,"['jp', 'zh']"
276,有心論 - コバソロ&Lefty Hand Cream,VgRDqK0E6GA,0,"['jp', 'zh']"
277,初恋 - 宇多田ヒカル,FtHpWnr99OY,0,"['jp', 'zh']"
278,カタルシスト - RADWIMPS,czWpz8gH7eY,0,"['jp', 'zh']"
279,Sunny Day - 藤原さくら,j_kHYmkqtBw,0,"['jp', 'zh']"
280,恋をしよう - かぴ,O26hv3RntgA,0,"['jp', 'zh']"
281,六月の花 - 湘南乃風,6RJEnGrEEdA,0,"['jp', 'zh']"
282,大空ドリーマー - PPP,3uRdxB6GdCc,0,"['jp', 'zh']"
283,きっと愛って - 天月-あまつき-,GUhTYBLefzg,0,"['jp', 'zh']"
284,君色々移り - 風男塾,61ExmNcxOTI,0,"['jp', 'zh']"
285,ひとごろしのバケモノ - 初音ミク,iGkNXfFSdsY,0,"['jp', 'zh']"
286,カトラリー - 初音ミク,HHhFX9zUV2s,0,"['jp', 'zh']"
287,わかさぎ姫の命を懸けた寿司ネタ100本勝負 - 彩(へたのよこずき),oKRf8soazsE,0,"['jp', 'zh']"
288,カブトムシ - 凛,fpTdAfmMTvQ,0,"['jp', 'zh']"
289,流星群 - Julia(愛美),8_hKXuzqaZM,0,"['jp', 'zh']"
290,花火の魔法 - 杏沙子,qagakVksddo,0,"['jp', 'zh']"
291,ひとりがち - そらる,uZNHrI0orik,0,"['jp', 'zh']"
292,PLANET - ロン・モンロウ,qzyL9SJ30do,0,"['jp', 'zh']"
293,Drive - WANIMA,SqvoW0nMYok,0,"['jp', 'zh']"
294,Charming Do! - 小倉唯,w9T2QNOkp-8,0,"['jp', 'zh']"
295,約束 - サイダーガール,qhwppi4M2zU,0,"['jp', 'zh']"
296,残酷な天使のテーゼ - 高橋洋子,o6wtDPVkKqI,0,"['jp', 'zh']"
297,リメンバー - 井上苑子,SwDDhNTyJkE,0,"['jp', 'zh']"
298,DISTANCE - 鈴木愛理,uOIlXvvE91g,0,"['jp', 'zh']"
299,若夏ジントーヨー - ネーネーズ,2nGeena0J-s,0,"['jp', 'zh']"
300,東京サマーセッション - コバソロ&未来,FBd6KME8EuU,0,"['jp', 'zh']"
301,care - 井上陽水,JowhxWkQbXc,0,"['jp', 'zh']"
302,またあした - ENE,8bKvHks1-Nk,0,"['jp', 'zh']"
303,恋愛フィロソフィア - ヲタみん、びびあん、柿チョコ,B1GTpNulYFE,0,"['jp', 'zh']"
304,ねえ中学生 feat.私立恵比寿中学 - 吉澤嘉代子,jMlzz3jVvmU,0,"['jp', 'zh']"
305,365日の紙飛行機 - Goose house,3lr2CG1_qFo,0,"['jp', 'zh']"
306,くるりくるり - ナナムジカ,g4gy6TSkNto,0,"['jp', 'zh']"
307,UZA - AKB48,WIdWXhV33vs,0,"['jp', 'zh']"
308,フレンジャー - 大塚愛,SxNUWYKCprY,0,"['jp', 'zh']"
309,天ノ弱 - 鹿乃,MXjZORrgD_4,0,"['jp', 'zh']"
310,いつかこの涙が - Little Glee Monster,81NEPNJt9ZQ,0,"['jp', 'zh']"
311,ほんわかかぞく ～ネコトモのうた～ - 町屋美咲,La_WOj8LbtU,0,"['jp', 'zh']"
